blue,green,red,re_1,re_2,re_3,re_4,swir_1,swir_2,G_over_R,G_over_B,B_over_R,B_over_NIR_plus_G,SABI,kab1,NDWI,MNDWI,NDMI,NDCI,CHL1,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,SVD1,SVD2,SVD3,SVD4,SVD5,SVD6,SVD7,SVD8,SVD9,SVD10,SVD11,SVD12,SVD13,SVD14,SVD15,SVD16,SVD17,SVD18,SVD19,blue_bin,green_bin,red_bin,re_1_bin,re_2_bin,re_3_bin,re_4_bin,swir_1_bin,swir_2_bin,G_over_R_bin,G_over_B_bin,B_over_R_bin,B_over_NIR_plus_G_bin,SABI_bin,kab1_bin,NDWI_bin,MNDWI_bin,NDMI_bin,NDCI_bin,CHL1_bin,PC1_bin,PC2_bin,PC3_bin,PC4_bin,PC5_bin,PC6_bin,PC7_bin,PC8_bin,PC9_bin,PC10_bin,PC11_bin,PC12_bin,PC13_bin,PC14_bin,PC15_bin,PC16_bin,PC17_bin,PC18_bin,PC19_bin,PC20_bin,SVD1_bin,SVD2_bin,SVD3_bin,SVD4_bin,SVD5_bin,SVD6_bin,SVD7_bin,SVD8_bin,SVD9_bin,SVD10_bin,SVD11_bin,SVD12_bin,SVD13_bin,SVD14_bin,SVD15_bin,SVD16_bin,SVD17_bin,SVD18_bin,SVD19_bin,chl_a
1905,1937,1774,1922,1749,1787,1717,870,860,1.091882751,1.0167979,1.073844419,1937.991155,0.038521603,11.46684696,0.003887017,0.385055417,-0.04004329,0.04004329,11.81756757,0.961012521,0.19197257,-0.029734253,0.07041218,-0.177621523,0.150623348,0.085496028,0.005761703,0.01669874,0.00045038,0.051102945,-0.008000686,0.033404389,0.014981073,-0.004086341,-0.005087974,-0.008661599,-0.00245164,-1.20E-06,-5.75E-17,2.275147659,0.892105573,-0.140539985,0.042344375,0.119645746,-0.16241861,0.138606773,0.08125447,-0.016341044,0.002575042,0.001172635,0.051272687,0.031747608,-0.00943266,0.012519194,-0.010083221,0.00724721,-0.006510511,-0.002429092,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,5.95
1887,1931,1728,1941,1803,1840,1701,891,855,1.117476852,1.023317435,1.092013889,1931.972179,0.055788371,11.47667076,-0.002582645,0.386216798,-0.058053966,0.058053966,8.464788732,0.955318674,0.193954971,0.009210403,0.11727361,-0.187563138,0.14467641,0.083020537,0.00696568,0.016342646,-9.39E-05,0.038787365,-0.007364144,0.032681156,0.00195119,-0.000958841,-0.000935837,-0.014608813,-0.00127574,2.37E-07,-2.51E-17,2.267261319,0.88994971,-0.119001167,0.082497093,0.160971202,-0.159261256,0.133882283,0.078799888,-0.015259761,0.0035394,0.000507561,0.038935013,0.031099205,-0.009774001,0.001536857,-0.00183119,0.006873891,-0.013048472,-0.001252198,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,6.26
1874,1935,1740,1907,1741,1810,1735,872,873,1.112068966,1.032550694,1.077011494,1935.982695,0.043843528,11.5001855,0.007287871,0.378205128,-0.045791061,0.045791061,10.4251497,0.948775169,0.189974602,-0.013143197,0.090412966,-0.157823526,0.145614083,0.086548937,0.006265508,0.017456212,0.007271063,0.048960663,-0.011106871,0.02625289,0.013794324,-0.003496707,-0.003891362,-0.010664742,-0.002061603,-1.01E-06,1.83E-17,2.272806283,0.879988432,-0.130934139,0.063411327,0.126955137,-0.14009111,0.135971951,0.082215231,-0.016983262,0.002947339,0.008106509,0.049173964,0.024199024,-0.010753649,0.011629318,-0.009020055,0.007102203,-0.008795159,-0.002034261,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,5.94
1794,1965,1757,1911,1762,1783,1691,869,871,1.118383608,1.095317726,1.021058623,1965.938776,0.040968343,11.65737474,0.013931889,0.385754584,-0.041984733,0.041984733,11.44155844,0.949231796,0.142731972,0.018918993,0.060519742,-0.100427055,0.148551198,0.084698746,0.006010515,0.030932458,0.014103543,0.03352057,-0.012128024,0.02728648,0.002760543,-0.009165938,-0.002507559,-0.002398949,-0.004013362,-1.11E-06,-1.68E-17,2.290574551,0.871489096,-0.077042267,0.065908197,0.076682434,-0.100021337,0.140967627,0.080051032,-0.028853733,0.009443824,0.014768821,0.03374401,0.025020925,-0.012523927,-0.000644673,-0.010266989,0.002312188,-0.001909904,-0.003990326,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,5.94
1757,1996,1794,1975,1746,1773,1702,874,860,1.112597547,1.136027319,0.979375697,1996.88962,0.048228084,11.76384952,0.00528834,0.397759104,-0.048023348,0.048023348,9.64640884,0.971603456,0.106108434,0.064880627,0.043208771,-0.089482937,0.146371,0.075511176,0.007009919,0.044492664,0.017797275,0.023402774,-0.007177802,0.025625096,0.009372149,-0.01125018,-0.009139858,-0.004062938,-0.003314837,-1.17E-06,-5.14E-17,2.301028257,0.890500119,-0.01855908,0.074377357,0.056886677,-0.095710287,0.138595253,0.070861648,-0.038971165,0.019291774,0.017711689,0.023540856,0.024160966,-0.008529788,0.004764697,-0.015023028,0.008682875,-0.000755234,-0.003303522,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,5.97
1789,1894,1795,1979,1823,1781,1647,911,849,1.055153203,1.058692007,0.996657382,1894.903992,0.049959272,11.52460149,-0.021946811,0.380969741,-0.048754637,0.048754637,9.907608696,0.946706917,0.193679312,0.071125023,0.018977892,-0.172346332,0.158710577,0.072267087,0.006795268,0.028536513,0.000883406,0.017953088,0.002529171,0.050083165,0.001754424,-0.004421745,-0.004925875,-0.004366025,-0.002467795,-6.00E-07,-1.95E-17,2.228388935,0.898269654,-0.069652152,0.091416912,0.064618362,-0.183130235,0.141204692,0.068216694,-0.024081806,0.013373399,0.000559531,0.017967422,0.049810341,-0.005385062,0.000143273,-0.005304857,0.005851767,-0.002179896,-0.002464307,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,5.77
1781,1821,1780,1950,1794,1802,1673,895,848,1.023033708,1.022459293,1.000561798,1821.913333,0.047196002,11.38620154,-0.034208433,0.364556013,-0.045576408,0.045576408,10.55294118,0.910759984,0.245847186,0.074226677,-0.003972539,-0.204779648,0.165028388,0.078883761,0.006980316,0.021957027,0.003265703,0.027180119,0.005214988,0.053245461,0.013264826,0.001150271,-0.002974698,-0.006191312,-0.000626096,-1.25E-06,-5.56E-17,2.176601999,0.883575572,-0.100914791,0.101574736,0.054858319,-0.222631356,0.143335149,0.075032443,-0.017552651,0.011841755,0.002825324,0.027178799,0.053403527,-0.002683556,0.012740452,-0.004115129,0.004849862,-0.004714941,-0.00061627,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,6.05
1799,1896,1759,1978,1802,1816,1682,899,857,1.077885162,1.053918844,1.022740193,1896.909505,0.059269283,11.51593761,-0.021166753,0.377406466,-0.058603158,0.058603158,8.228310502,0.942718696,0.196908358,0.07671022,0.057380113,-0.178956319,0.148855698,0.074462258,0.007421352,0.027377982,0.00634772,0.024814162,-0.000293326,0.04156689,0.004850058,-0.000901887,-0.005358847,-0.011146148,-0.001363405,-3.30E-07,2.29E-17,2.228444511,0.894070005,-0.070684655,0.107378839,0.100546687,-0.175815454,0.133757713,0.070466235,-0.022736796,0.013343261,0.006076056,0.024861694,0.040964511,-0.006183711,0.004327581,-0.003168657,0.009248093,-0.008057184,-0.001355009,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,6.06
1860,1872,1705,1935,1786,1788,1726,893,876,1.097947214,1.006451613,1.090909091,1872.96124,0.061629153,11.39208973,-0.016548463,0.362445415,-0.063186813,0.063186813,7.765217391,0.926441384,0.237546377,0.036668734,0.10716558,-0.207490509,0.135676283,0.07735375,0.007071849,0.012362869,0.003656407,0.042714504,-0.004740313,0.037503668,0.007091926,-0.005030943,-0.010877564,-0.015218566,-0.000127925,3.94E-07,-6.30E-17,2.217864517,0.881905134,-0.128893746,0.109922101,0.156621127,-0.18287847,0.122038735,0.073710172,-0.010366063,0.004583799,0.003908607,0.042822906,0.036253244,-0.008906629,0.005015489,-0.008355638,0.015557262,-0.009663823,-0.000120251,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,5.2
1879,1891,1717,1953,1808,1812,1713,904,872,1.101339546,1.006386376,1.094350612,1891.96211,0.062599469,11.40719119,-0.016129032,0.368802027,-0.064305177,0.064305177,7.661016949,0.943601563,0.229127768,0.033139156,0.114497534,-0.211522899,0.13813689,0.076380987,0.007018854,0.013084766,-0.000263711,0.039652329,-0.003882027,0.038467302,0.003459443,-0.002844449,-0.007600171,-0.016260247,-0.000233447,6.66E-07,-2.89E-17,2.231727634,0.89422212,-0.125632452,0.105890897,0.165323962,-0.183730415,0.124560723,0.072653721,-0.011237272,0.004385336,4.71E-07,0.039746451,0.037338803,-0.008466712,0.002379299,-0.004632629,0.013391433,-0.011767463,-0.000223069,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,5.55
1976,1881,1701,1896,1775,1789,1683,882,868,1.105820106,0.951923077,1.161669606,1882.042194,0.050557428,11.27288855,-0.003971406,0.368497636,-0.054211843,0.054211843,9.102564103,0.9350039,0.255654303,-0.051823803,0.136049911,-0.2424611,0.13236579,0.082359407,0.00627508,-0.003001698,-0.011194316,0.061282783,-0.003413353,0.037627211,0.004062898,-0.001317715,-0.001437149,-0.016984968,-0.000446116,9.73E-07,-6.30E-17,2.240543355,0.880849781,-0.20203376,0.064062474,0.20235064,-0.198182181,0.119204364,0.078887938,0.001842439,-0.00526623,-0.010515258,0.061382297,0.036635426,-0.00689467,0.003262582,-0.002755722,0.008399093,-0.014931142,-0.000424525,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,5.27
620,888,595,606,276,326,236,155,142,1.492436975,1.432258065,1.042016807,889.0231023,0.00729443,11.06684997,0.18875502,0.724271845,-0.009159034,0.009159034,25.09090909,-0.516683674,-0.063415967,-0.038106794,0.027017213,0.213466851,0.020401081,-0.000635322,-0.014350992,-0.007135638,-0.014924192,0.015038786,0.001062193,0.014249006,0.003622646,0.005207089,0.00018388,-0.008663312,-0.001394058,1.86E-06,-2.44E-17,1.857085567,-0.545056604,-0.016037936,0.04225274,-0.079655504,0.174122859,0.024016504,-0.000579336,-0.003664811,-0.018119574,-0.013426022,0.015131435,0.014331564,0.0005411,0.005187289,0.00381631,0.003913901,-0.007626226,-0.00139471,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,7.92
708,971,692,705,363,419,310,226,187,1.403179191,1.371468927,1.023121387,972.0042553,0.007742704,11.10332596,0.158711217,0.677029361,-0.009305655,0.009305655,27.92307692,-0.392931889,-0.023559788,-0.022776391,-0.016192338,0.162068715,0.014227629,0.008418994,-0.013309497,-0.013411842,-0.009605244,0.00332594,-0.001521626,0.004101692,0.002280842,0.003705222,0.001107822,-0.007200833,-0.002042387,1.27E-06,1.74E-17,1.85992426,-0.410081494,-0.022632976,0.034043717,-0.094035297,0.11902487,0.014549334,0.008889465,0.003305983,-0.018711186,-0.008142607,0.003433651,0.003889614,-0.000272544,0.003392316,0.002903118,0.002367419,-0.0067837,-0.002038964,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,8.94
710,987,711,711,387,444,322,260,229,1.388185654,1.390140845,0.99859353,987.9985935,0,11.15870127,0.16254417,0.623355263,0,0,0,-0.361732974,-0.001388819,-0.02345555,-0.042668982,0.202674041,0.006423418,0.016728136,0.006290078,-0.012188583,-0.010254488,0.005353029,0.000677792,0.006272427,-0.002233137,0.004689797,0.003724666,-0.007982427,-0.002583586,1.82E-06,-2.20E-17,1.854231094,-0.373017324,-0.035786318,0.034428737,-0.131725982,0.151503412,0.015162728,0.01551255,0.011630415,-0.005909668,-0.009975526,0.005350726,0.006309901,-0.000158706,-0.000450855,0.00568137,0.000563057,-0.008467301,-0.002574861,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,9.12
674,952,689,694,375,429,321,242,204,1.381712627,1.412462908,0.978229318,952.9711816,0.003075031,11.14034348,0.156743621,0.647058824,-0.003615329,0.003615329,75,-0.395178529,-0.01139419,0.004476246,-0.054345043,0.196496519,0.015567894,0.019250923,-0.040627695,-0.013541393,-0.01675185,0.007531584,0.001274223,0.004872988,-0.000948155,0.002283237,0.002307509,-0.009384353,-0.002215955,1.82E-06,8.09E-18,1.852417846,-0.408013998,-0.014177454,0.057846863,-0.149500084,0.125829092,0.006321323,0.022237451,-0.008194866,-0.033216745,-0.014190418,0.007690058,0.005186678,0.003306657,-0.000318849,0.003283799,0.002569807,-0.008990809,-0.002218625,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,9.23
661,998,650,749,374,399,284,148,141,1.535384615,1.509833585,1.016923077,998.88251,0.059674503,11.36292617,0.142530052,0.752414399,-0.070764832,0.070764832,3.777777778,-0.409724063,-0.152499347,0.122509271,0.115743284,0.164265667,-0.022557266,-0.016036452,-0.001461281,-0.00501905,-0.01651479,0.016001617,0.001054208,0.015628069,0.002883631,-0.003367782,0.00481577,-0.002337947,-0.002054288,-1.43E-06,9.89E-18,1.890190454,-0.44472901,0.157105002,0.112834665,0.020502784,0.168802881,-0.010371198,-0.016253242,0.001019379,-0.008871559,-0.015746441,0.016039418,0.015674749,0.000487353,0.00113658,-0.003561574,-0.003404258,-0.004300117,-0.002038506,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,8.38
